st_id,password,first_name,last_name,age,gender,nationality,completed_units,interest
23332,Bs3z4,Isabela,Santos,24,Female,Malaysia,"BCO7005 (Sem 2), BCO7002 (Sem 4), BCO7006 (Sem 1)",Operations and Supply Chain Management
07822,kj6Uq,Jessica,Gonzalez,18,Female,Vietnam,"BCO7004 (Sem 4), BCO7005 (Sem 2), BEO6000 (Sem 3)",Data-Driven Decision Making and Analytics
60207,YHlEI,Rosa,Gonzalez,27,Female,Vietnam,"BCO6008 (Sem 2), BEO6000 (Sem 3)",Leadership and Strategic Management
23294,R4u7D,Sofia,Ramos,23,Female,Thailand,"BEO6600 (Sem 2), BEO6000 (Sem 3)",Digital Media and Content Creation
98421,xsciP,Juan,Cruz,18,Male,Myanmar,"BAO6504 (Sem 1), BEO6000 (Sem 3), BCO7004 (Sem 4)",Leadership and Strategic Management
81119,dYAyE,Juan,Flores,20,Male,Indonesia,"BCO7005 (Sem 2), BAO6504 (Sem 1)",Data-Driven Decision Making and Analytics
15862,PhvRG,Ismael,Gonzalez,20,Male,Singapore,"BCO7000 (Sem 3), BCO7006 (Sem 3), BCO7002 (Sem 4), BEO6000 (Sem 3)",Digital Media and Content Creation
51211,cUCdF,Rosa,Morales,24,Female,Cambodia,"	
WOM1000 (Sem 1), BEO6000 (Sem 3), BCO7002 (Sem 4)",General Business and Management
09322,QwzkO,Alberto,Fernandez,34,Male,Singapore,BCO7005 (Sem 2),Operations and Supply Chain Management
40258,05kO8,Maria,Torres,19,Female,Brunei,"BCO7000 (Sem 1), BCO7006 (Sem 1), BCO7003 (Sem 1)",Digital Media and Content Creation
56324,gV2vK,Rosa,Fernandez,21,Female,Vietnam,"BCO7000 (Sem 2), BCO7006 (Sem 2), BEO6600 (Sem 2)",Financial and Managerial Accounting
06693,A8Yxd,Miguel,Cruz,20,Male,Malaysia,"BCO7000 (Sem 1), BCO7006 (Sem 1), BAO6504 (Sem 1), BCO7002 (Sem 4)",Digital Media and Content Creation
79902,HhaND,Veronica,Ramos,27,Female,Singapore,"BCO7006 (Sem 1), BEO6000 (Sem 3), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
56870,89jCM,Juan,Flores,18,Male,Philippines,"BCO7002 (Sem 4), BEO6000 (Sem 3), BCO7005 (Sem 2)",Marketing Strategy and Consumer Behavior
33788,79PlQ,Rosa,Garcia,34,Female,Thailand,"BCO7000 (Sem 1), BCO7006 (Sem 4), BCO7002 (Sem 4), BAO6504 (Sem 1)",Digital Media and Content Creation
40545,cThRo,Jessica,Flores,26,Female,Laos,"BEO6000 (Sem 3), BCO7007 (Sem 2)",Financial and Managerial Accounting
78578,2YHHD,Ismael,Ramos,26,Male,Cambodia,"BCO7000 (Sem 3), BCO7006 (Sem 1), BEO6000 (Sem 3)",Leadership and Strategic Management
87859,gNxBl,Alicia,Gonzalez,19,Female,Malaysia,"BEO6600 (Sem 2), BCO7004 (Sem 4), BEO6000 (Sem 3)",General Business and Management
40440,y5oGF,Roberto,Gonzalez,22,Male,Vietnam,"BCO7002 (Sem 4), BCO7006 (Sem 1), BCO7005 (Sem 2)",Leadership and Strategic Management
80189,Wrwoa,Fernando,Martinez,23,Male,Thailand,BEO6000 (Sem 3),Financial and Managerial Accounting
60284,X3hgi,Miguel,Morales,32,Male,Thailand,"BCO7000 (Sem 1), BCO7006 (Sem 4), BCO7002 (Sem 4)",Financial and Managerial Accounting
20095,CHAEA,Antonio,Martinez,25,Male,Malaysia,"BCO7002 (Sem 4), BCO6008 (Sem 2), BCO7003 (Sem 1)",Financial and Managerial Accounting
63881,3ey0z,Juan,Torres,18,Male,Brunei,"BCO7007 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4)",Digital Media and Content Creation
72885,g6QLW,Carlos,Gonzalez,24,Male,Indonesia,"BCO7007 (Sem 2), BCO7002 (Sem 4), BCO7003 (Sem 1)",Information Technology and Systems
34729,ryKdQ,Miguel,Cruz,29,Male,Brunei,BCO7004 (Sem 4),Digital Media and Content Creation
84547,J7x1l,Jessica,Morales,32,Female,Laos,"BCO7007 (Sem 2), BEO6000 (Sem 3)",Data-Driven Decision Making and Analytics
51611,0ieFL,Sofia,Gonzalez,18,Female,Vietnam,"BCO7000 (Sem 4), BCO7006 (Sem 4), BCO7002 (Sem 4)",General Business and Management
90776,SYgxv,Carlos,Fernandez,18,Male,Thailand,"BCO7000 (Sem 4), BCO7006 (Sem 1), BCO7002 (Sem 4), BCO7005 (Sem 2)",General Business and Management
81080,jElrC,Maria,Santos,26,Female,Brunei,"BCO7002 (Sem 4), BEO6000 (Sem 3), BCO7000 (Sem 1)",Leadership and Strategic Management
67314,yTUiF,Ricardo,Rivera,34,Male,Malaysia,"BEO6600 (Sem 2), BEO6000 (Sem 3)",Leadership and Strategic Management
96454,BzFEy,Ricardo,Ramos,27,Male,Myanmar,"BEO6600 (Sem 2), BEO6000 (Sem 3)",Data-Driven Decision Making and Analytics
53214,SrMcf,Alicia,Ramos,35,Female,Laos,"	
WOM1000 (Sem 1)",Operations and Supply Chain Management
42441,GyCh2,Roberto,Flores,26,Male,Malaysia,"BCO7000 (Sem 1), BCO7006 (Sem 1), BEO6000 (Sem 3)",Information Technology and Systems
14433,gzvqh,Alberto,Reyes,34,Male,Vietnam,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",General Business and Management
02453,hKkC7,Jose,Fernandez,24,Male,Singapore,"BEO6600 (Sem 2), BCO7002 (Sem 4), BCO7003 (Sem 1)",Information Technology and Systems
27731,aOzbL,Juan,Morales,33,Male,Brunei,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Financial and Managerial Accounting
39862,Xd7wh,Carlos,Cruz,33,Male,Philippines,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Marketing Strategy and Consumer Behavior
87781,MtdGW,Veronica,Martinez,21,Female,Thailand,"BCO7004 (Sem 4), 	
WOM1000 (Sem 1), BEO6000 (Sem 3)",Marketing Strategy and Consumer Behavior
88702,pfqoz,Isabela,Santos,32,Female,Philippines,"BEO6000 (Sem 3), BAO6504 (Sem 1)",Leadership and Strategic Management
78223,m8KwW,Juan,Fernandez,33,Male,Indonesia,"BCO7003 (Sem 1), BCO7004 (Sem 4), BEO6000 (Sem 3)",Digital Media and Content Creation
15239,hs0Gl,Alicia,Martinez,22,Female,Singapore,"BCO6008 (Sem 2), BCO7004 (Sem 4), BEO6000 (Sem 3)",Leadership and Strategic Management
33034,7Nm8v,Luisa,Ramos,21,Female,Laos,"	
WOM1000 (Sem 1)",Digital Media and Content Creation
87817,awoag,Alicia,Cruz,28,Female,Vietnam,BCO7000 (Sem 1),Information Technology and Systems
28863,9jRAQ,Fernando,Fernandez,35,Male,Cambodia,"BEO6000 (Sem 3), BCO7003 (Sem 1), BCO7002 (Sem 4)",General Business and Management
57066,ysBc6,Fernando,Morales,28,Male,Philippines,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Information Technology and Systems
17673,xywFx,Veronica,Fernandez,35,Female,Myanmar,"BCO7004 (Sem 4), BCO7005 (Sem 2)",Operations and Supply Chain Management
39839,yp5yt,Isabela,Gonzalez,31,Female,Philippines,"BCO7005 (Sem 2), BEO6000 (Sem 3)",Leadership and Strategic Management
55949,Il9LC,Rosa,Ramos,20,Female,Cambodia,BCO7004 (Sem 4),Data-Driven Decision Making and Analytics
00423,4X87g,Roberto,Cruz,20,Male,Indonesia,BCO7004 (Sem 4),Leadership and Strategic Management
95547,Yk7NH,Antonio,Garcia,26,Male,Vietnam,BAO6504 (Sem 1),General Business and Management
94703,aILd3,Jessica,Cruz,29,Female,Philippines,"BCO7000 (Sem 2), BCO7006 (Sem 4), BCO6008 (Sem 2), BCO7003 (Sem 1), BCO7004 (Sem 4)",Leadership and Strategic Management
52159,0RZKZ,Ricardo,Torres,25,Male,Laos,"BCO7000 (Sem 1), BCO7007 (Sem 2), BCO7004 (Sem 4)",Operations and Supply Chain Management
99702,HqjaY,Juan,Rivera,29,Male,Malaysia,"BCO7000 (Sem 1), BEO6000 (Sem 3), BCO7005 (Sem 2)",Digital Media and Content Creation
41646,lDCeN,Antonio,Rivera,34,Male,Myanmar,"BCO7002 (Sem 4), BCO7000 (Sem 1), BEO6000 (Sem 3)",General Business and Management
47876,8Gd5p,Alberto,Gonzalez,34,Male,Vietnam,"BCO6008 (Sem 2), BCO7000 (Sem 1)",Data-Driven Decision Making and Analytics
75613,2tvWp,Angelica,Rivera,31,Female,Malaysia,BCO7002 (Sem 4),Marketing Strategy and Consumer Behavior
90766,XIukD,Isabela,Rivera,27,Female,Cambodia,"BCO7004 (Sem 4), BAO6504 (Sem 1), BEO6000 (Sem 3)",Financial and Managerial Accounting
56747,urbR0,Isabela,Reyes,31,Female,Brunei,"BEO6000 (Sem 3), BCO7005 (Sem 2)",Data-Driven Decision Making and Analytics
77108,nLApM,Antonio,Garcia,20,Male,Vietnam,BCO7004 (Sem 4),Information Technology and Systems
47946,TNpXR,Isabela,Torres,28,Female,Thailand,"BEO6600 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4)",Operations and Supply Chain Management
50035,kpCEt,Maria,Garcia,21,Female,Singapore,BEO6600 (Sem 2),Digital Media and Content Creation
22734,CXJT5,Jose,Garcia,28,Male,Brunei,"BEO6000 (Sem 3), BCO7004 (Sem 4)",Leadership and Strategic Management
15706,rCgMX,Veronica,Rivera,29,Female,Brunei,"BCO7000 (Sem 1), BEO6600 (Sem 2)",Leadership and Strategic Management
97392,rkJl9,Ismael,Gonzalez,31,Male,Cambodia,"BCO7000 (Sem 1), BCO7006 (Sem 1), BCO6008 (Sem 2)",Operations and Supply Chain Management
84392,LqF5X,Carlos,Rivera,21,Male,Thailand,"BCO7000 (Sem 2), BCO7006 (Sem 1), BCO7002 (Sem 4), BCO6008 (Sem 2), BCO7003 (Sem 1)",Data-Driven Decision Making and Analytics
37662,wuT3A,Luisa,Fernandez,19,Female,Brunei,"BEO6000 (Sem 3), BCO7003 (Sem 1), BCO7007 (Sem 2)",Leadership and Strategic Management
63168,AGsXp,Jessica,Ramos,34,Female,Philippines,"BCO7005 (Sem 2), BEO6000 (Sem 3)",Digital Media and Content Creation
31832,htsie,Antonio,Ramos,23,Male,Laos,BCO7004 (Sem 4),Digital Media and Content Creation
67612,qh5sL,Roberto,Fernandez,25,Male,Vietnam,"BEO6000 (Sem 3), BCO7000 (Sem 1), BCO7007 (Sem 2)",General Business and Management
95736,VjvMw,Jessica,Rivera,25,Female,Singapore,BEO6000 (Sem 3),Digital Media and Content Creation
29332,Xfq1P,Jose,Gonzalez,20,Male,Philippines,BCO7004 (Sem 4),Digital Media and Content Creation
67636,OcLLR,Antonio,Cruz,25,Male,Vietnam,BCO7002 (Sem 4),Marketing Strategy and Consumer Behavior
12224,hVz5C,Rosa,Ramos,33,Female,Laos,BAO6504 (Sem 1),General Business and Management
00944,APXGh,Juan,Flores,25,Male,Thailand,BEO6000 (Sem 3),Operations and Supply Chain Management
93613,jlRnI,Luisa,Martinez,32,Female,Thailand,BCO7004 (Sem 4),Leadership and Strategic Management
43794,HvRk1,Jose,Santos,23,Male,Singapore,"BCO7000 (Sem 4), BCO7006 (Sem 2), BCO7002 (Sem 4), BCO7003 (Sem 1), BEO6600 (Sem 2)",Marketing Strategy and Consumer Behavior
21135,5DNCv,Isabela,Morales,30,Female,Laos,"BCO7000 (Sem 1), BEO6600 (Sem 2), BCO7002 (Sem 4)",Digital Media and Content Creation
95316,rscz1,Roberto,Morales,27,Male,Malaysia,BCO7002 (Sem 4),Leadership and Strategic Management
53049,oibCD,Rosa,Martinez,21,Female,Laos,"BCO7007 (Sem 2), BEO6000 (Sem 3)",General Business and Management
79255,MigXn,Veronica,Flores,35,Female,Cambodia,"BCO7002 (Sem 4), BEO6000 (Sem 3)",Digital Media and Content Creation
21017,ZOptb,Angelica,Flores,29,Female,Singapore,BCO6008 (Sem 2),Data-Driven Decision Making and Analytics
66028,HIapZ,Rosa,Reyes,21,Female,Vietnam,BCO7003 (Sem 1),Financial and Managerial Accounting
29325,sRJ94,Carmen,Flores,24,Female,Indonesia,"BEO6600 (Sem 2), BCO7002 (Sem 4), BCO7003 (Sem 1)",Operations and Supply Chain Management
93175,q8sIn,Ricardo,Cruz,30,Male,Brunei,"BEO6000 (Sem 3), BCO7005 (Sem 2), BCO7004 (Sem 4)",Financial and Managerial Accounting
56639,eqGn8,Ricardo,Martinez,26,Male,Cambodia,"BCO7002 (Sem 4), BEO6000 (Sem 3), 	
WOM1000 (Sem 1)",Marketing Strategy and Consumer Behavior
84862,SrCzB,Veronica,Reyes,33,Female,Brunei,BEO6600 (Sem 2),Information Technology and Systems
99419,TWv97,Juan,Gonzalez,18,Male,Singapore,"BEO6600 (Sem 2), BCO7003 (Sem 1)",Marketing Strategy and Consumer Behavior
51908,L6Qdk,Jessica,Reyes,30,Female,Thailand,"BEO6000 (Sem 3), BCO7007 (Sem 2), BCO7000 (Sem 1)",Data-Driven Decision Making and Analytics
29205,exEgp,Antonio,Torres,24,Male,Malaysia,"BEO6600 (Sem 2), BCO7004 (Sem 4)",Financial and Managerial Accounting
39345,NiF9P,Juan,Santos,22,Male,Malaysia,"BCO7004 (Sem 4), BAO6504 (Sem 1), BCO6008 (Sem 2)",Financial and Managerial Accounting
70117,PdNF3,Miguel,Morales,18,Male,Myanmar,"BCO7003 (Sem 1), BCO7002 (Sem 4), BCO6008 (Sem 2)",Information Technology and Systems
10321,3yGMD,Jessica,Fernandez,27,Female,Singapore,"BCO7003 (Sem 1), BEO6000 (Sem 3), BCO7004 (Sem 4)",Operations and Supply Chain Management
99789,QYJBe,Alicia,Morales,23,Female,Indonesia,"BEO6000 (Sem 3), BCO7003 (Sem 1)",General Business and Management
67906,QR1b3,Sofia,Rivera,34,Female,Singapore,"BEO6000 (Sem 3), BCO7002 (Sem 4), BCO7007 (Sem 2)",Leadership and Strategic Management
99823,T3yyB,Maria,Santos,33,Female,Malaysia,"BEO6000 (Sem 3), BCO7002 (Sem 4)",Marketing Strategy and Consumer Behavior
25924,j6sz5,Antonio,Garcia,34,Male,Laos,"	
WOM1000 (Sem 1), BEO6000 (Sem 3)",Marketing Strategy and Consumer Behavior
21066,JX2S3,Fernando,Morales,21,Male,Cambodia,BCO7004 (Sem 4),Information Technology and Systems
04136,EuwUs,Alicia,Garcia,30,Female,Malaysia,"BCO7004 (Sem 4), BEO6000 (Sem 3), BAO6504 (Sem 1)",Operations and Supply Chain Management
95820,6rSV5,Roberto,Fernandez,25,Male,Laos,"BEO6600 (Sem 2), 	
WOM1000 (Sem 1)",Information Technology and Systems
88415,6pbzx,Carmen,Santos,25,Female,Singapore,"BEO6000 (Sem 3), BCO7000 (Sem 1), BCO7007 (Sem 2)",General Business and Management
34440,dHinW,Alicia,Garcia,27,Female,Laos,"BCO7007 (Sem 2), BEO6000 (Sem 3)",Operations and Supply Chain Management
20492,yzKig,Jessica,Fernandez,19,Female,Philippines,"	
WOM1000 (Sem 1), BCO7004 (Sem 4), BEO6000 (Sem 3)",Digital Media and Content Creation
25809,HeG3x,Maria,Rivera,27,Female,Indonesia,BCO7002 (Sem 4),Digital Media and Content Creation
99966,FLZqL,Ricardo,Ramos,18,Male,Brunei,"	
WOM1000 (Sem 1)",Operations and Supply Chain Management
93429,0CkQN,Angelica,Rivera,27,Female,Laos,"BAO6504 (Sem 1), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
73982,yfFql,Roberto,Rivera,30,Male,Brunei,"BCO7000 (Sem 1), BCO7005 (Sem 2)",Data-Driven Decision Making and Analytics
55034,ZLXtk,Rosa,Reyes,29,Female,Malaysia,"BEO6600 (Sem 2), 	
WOM1000 (Sem 1), BCO7002 (Sem 4)",Leadership and Strategic Management
40361,EsIVs,Ismael,Garcia,26,Male,Philippines,"BAO6504 (Sem 1), BEO6000 (Sem 3)",General Business and Management
77823,NoYlG,Fernando,Santos,20,Male,Singapore,BEO6000 (Sem 3),Marketing Strategy and Consumer Behavior
32941,P5A8K,Alicia,Torres,34,Female,Cambodia,"BCO7000 (Sem 3), BCO7006 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4), BCO7007 (Sem 2)",Operations and Supply Chain Management
69723,9n8Pr,Jessica,Santos,29,Female,Vietnam,"BCO7002 (Sem 4), BEO6000 (Sem 3), BAO6504 (Sem 1)",Information Technology and Systems
19095,h1sGZ,Veronica,Garcia,25,Female,Laos,"BCO7004 (Sem 4), BCO7003 (Sem 1)",Financial and Managerial Accounting
92063,JWu7P,Rosa,Cruz,25,Female,Singapore,BCO7004 (Sem 4),Operations and Supply Chain Management
39191,dxECC,Fernando,Cruz,32,Male,Thailand,BCO7004 (Sem 4),General Business and Management
79011,gcZPy,Juan,Fernandez,25,Male,Cambodia,BCO7007 (Sem 2),Leadership and Strategic Management
95610,IiJ7W,Juan,Torres,18,Male,Indonesia,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Information Technology and Systems
72020,649gN,Maria,Santos,26,Female,Vietnam,"BCO7000 (Sem 1), BCO7006 (Sem 2), BEO6000 (Sem 3), BCO7005 (Sem 2)",Digital Media and Content Creation
80529,knadg,Alicia,Fernandez,26,Female,Myanmar,"BCO7007 (Sem 2), BCO7004 (Sem 4), BAO6504 (Sem 1)",Operations and Supply Chain Management
17633,6BJwi,Isabela,Santos,26,Female,Indonesia,"BEO6000 (Sem 3), BCO7004 (Sem 4), BCO6008 (Sem 2)",Digital Media and Content Creation
75237,Sy8Kq,Roberto,Ramos,35,Male,Singapore,BCO7003 (Sem 1),Information Technology and Systems
26701,QpoOs,Veronica,Torres,24,Female,Singapore,BCO7000 (Sem 1),Operations and Supply Chain Management
44434,QIsy3,Luisa,Morales,31,Female,Brunei,BCO7006 (Sem 1),Operations and Supply Chain Management
35956,7XpMr,Angelica,Cruz,31,Female,Malaysia,"BCO7007 (Sem 2), BCO7006 (Sem 1), BCO7004 (Sem 4)",Digital Media and Content Creation
87581,KY5sY,Antonio,Morales,27,Male,Myanmar,"	
WOM1000 (Sem 1)",Information Technology and Systems
86380,B55C2,Miguel,Ramos,20,Male,Malaysia,"BAO6504 (Sem 1), BEO6000 (Sem 3)",General Business and Management
70995,vSw1K,Ricardo,Gonzalez,19,Male,Thailand,"BCO7002 (Sem 4), BCO7006 (Sem 1), BCO7007 (Sem 2)",Financial and Managerial Accounting
07532,eAnyf,Angelica,Torres,23,Female,Vietnam,BCO7000 (Sem 1),Operations and Supply Chain Management
45488,t0QXI,Roberto,Rivera,35,Male,Cambodia,BEO6600 (Sem 2),Data-Driven Decision Making and Analytics
11320,y4LuN,Juan,Morales,30,Male,Cambodia,"BCO7000 (Sem 1), BEO6000 (Sem 3), BCO7004 (Sem 4)",Information Technology and Systems
55584,2a3Ye,Antonio,Morales,27,Male,Vietnam,"BCO7004 (Sem 4), BCO7003 (Sem 1)",Information Technology and Systems
64101,oPnQs,Jose,Reyes,21,Male,Singapore,"BEO6000 (Sem 3), BCO6008 (Sem 2), BAO6504 (Sem 1)",Digital Media and Content Creation
85169,Ii31J,Sofia,Flores,24,Female,Myanmar,BCO7002 (Sem 4),General Business and Management
07381,WYbNm,Isabela,Gonzalez,28,Female,Philippines,"BCO7004 (Sem 4), BCO7005 (Sem 2), BCO7000 (Sem 1)",Data-Driven Decision Making and Analytics
97270,UxMFW,Luisa,Martinez,29,Female,Myanmar,BEO6000 (Sem 3),Leadership and Strategic Management
71835,hTMjH,Sofia,Garcia,34,Female,Indonesia,"BCO7000 (Sem 2), BCO7006 (Sem 2), BCO7002 (Sem 4), BCO6008 (Sem 2), 	
WOM1000 (Sem 1)",Operations and Supply Chain Management
08743,USafb,Angelica,Morales,34,Female,Malaysia,"BCO6008 (Sem 2), BCO7000 (Sem 1), BCO7002 (Sem 4)",Data-Driven Decision Making and Analytics
51570,MMnW6,Fernando,Flores,30,Male,Myanmar,"BEO6600 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4)",Operations and Supply Chain Management
50477,Mc4FM,Miguel,Cruz,22,Male,Philippines,"BEO6600 (Sem 2), BCO7002 (Sem 4), BCO7000 (Sem 1)",Marketing Strategy and Consumer Behavior
48707,0KkPM,Jessica,Torres,25,Female,Thailand,"BCO7000 (Sem 1), BEO6000 (Sem 3)",Leadership and Strategic Management
35144,HquCY,Veronica,Santos,18,Female,Singapore,"BCO7004 (Sem 4), BAO6504 (Sem 1), BEO6000 (Sem 3)",Information Technology and Systems
02937,irARw,Luisa,Gonzalez,32,Female,Cambodia,"BCO7004 (Sem 4), BCO7003 (Sem 1)",Data-Driven Decision Making and Analytics
94929,qnz6D,Alberto,Santos,22,Male,Cambodia,"BEO6000 (Sem 3), BCO7005 (Sem 2)",Financial and Managerial Accounting
67290,wm2C4,Juan,Martinez,34,Male,Singapore,"BEO6600 (Sem 2), BEO6000 (Sem 3), BCO7006 (Sem 1)",Leadership and Strategic Management
01450,8Ye0o,Juan,Ramos,31,Male,Laos,BCO6008 (Sem 2),Data-Driven Decision Making and Analytics
91723,WjEY2,Alicia,Reyes,31,Female,Brunei,"BCO7000 (Sem 1), BCO7006 (Sem 1), 	
WOM1000 (Sem 1)",Leadership and Strategic Management
95825,Il1GW,Veronica,Flores,19,Female,Indonesia,"	
WOM1000 (Sem 1)",Marketing Strategy and Consumer Behavior
06510,hk01b,Sofia,Torres,31,Female,Brunei,"BEO6000 (Sem 3), BCO7007 (Sem 2)",Marketing Strategy and Consumer Behavior
17830,LoTC7,Carmen,Cruz,34,Female,Singapore,BEO6600 (Sem 2),Operations and Supply Chain Management
36389,kry3Y,Jessica,Gonzalez,26,Female,Philippines,"BCO7007 (Sem 2), BCO7002 (Sem 4), BEO6000 (Sem 3)",Financial and Managerial Accounting
19813,DzpG4,Rosa,Santos,27,Female,Thailand,"BCO7002 (Sem 4), BCO7006 (Sem 1), BEO6000 (Sem 3)",Digital Media and Content Creation
40564,eE4JB,Isabela,Martinez,23,Female,Thailand,BCO7007 (Sem 2),Financial and Managerial Accounting
97609,5bvKG,Luisa,Cruz,27,Female,Malaysia,"BCO7006 (Sem 1), BEO6000 (Sem 3)",Digital Media and Content Creation
26536,QICQC,Jose,Martinez,31,Male,Vietnam,"BCO7002 (Sem 4), BCO7006 (Sem 1)",Leadership and Strategic Management
18706,uFMEc,Alicia,Morales,30,Female,Laos,"BCO7000 (Sem 2), BCO7006 (Sem 1), BCO7002 (Sem 4), 	
WOM1000 (Sem 1), BEO6600 (Sem 2)",Leadership and Strategic Management
48920,wQmib,Alberto,Rivera,29,Male,Malaysia,"BCO7000 (Sem 3), BCO7006 (Sem 2), BCO7007 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4)",Leadership and Strategic Management
39944,5PrXD,Isabela,Cruz,31,Female,Malaysia,BCO7002 (Sem 4),Digital Media and Content Creation
55963,GwAgK,Jose,Cruz,28,Male,Philippines,"BCO7000 (Sem 1), BCO7004 (Sem 4), BEO6600 (Sem 2)",Data-Driven Decision Making and Analytics
17727,3IVyX,Carlos,Reyes,26,Male,Vietnam,"BCO7007 (Sem 2), BEO6000 (Sem 3), BCO7004 (Sem 4)",Operations and Supply Chain Management
42551,P7wPS,Alberto,Cruz,19,Male,Brunei,BEO6600 (Sem 2),Financial and Managerial Accounting
46242,dJsxB,Veronica,Santos,33,Female,Singapore,BCO7004 (Sem 4),General Business and Management
01812,AMj0T,Veronica,Fernandez,25,Female,Indonesia,"BEO6000 (Sem 3), BCO7002 (Sem 4), BCO7007 (Sem 2)",Information Technology and Systems
24059,W4bv4,Sofia,Ramos,23,Female,Cambodia,"BCO7000 (Sem 4), BCO7006 (Sem 4), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
42869,FdcQ7,Juan,Torres,22,Male,Thailand,"BEO6000 (Sem 3), BCO7002 (Sem 4), BCO7000 (Sem 1)",Leadership and Strategic Management
17417,gGRyS,Carmen,Fernandez,21,Female,Brunei,"BCO7000 (Sem 1), BEO6000 (Sem 3), BCO7004 (Sem 4)",Data-Driven Decision Making and Analytics
43148,0qjgx,Carlos,Torres,23,Male,Laos,"BCO7000 (Sem 2), BCO7006 (Sem 2), BCO7005 (Sem 2)",Operations and Supply Chain Management
45754,IBzHu,Carmen,Morales,29,Female,Laos,"BEO6000 (Sem 3), BCO6008 (Sem 2), BCO7002 (Sem 4)",Information Technology and Systems
29517,IO5eE,Juan,Morales,30,Male,Malaysia,"BAO6504 (Sem 1), BCO7004 (Sem 4), BEO6600 (Sem 2)",Information Technology and Systems
50446,uPeqQ,Jessica,Ramos,19,Female,Indonesia,"BCO7002 (Sem 4), BCO7005 (Sem 2), BCO7000 (Sem 1)",Leadership and Strategic Management
41087,5UJ4I,Angelica,Fernandez,33,Female,Cambodia,"	
WOM1000 (Sem 1)",Digital Media and Content Creation
66197,uWeMC,Ricardo,Fernandez,29,Male,Myanmar,"BCO7007 (Sem 2), BEO6000 (Sem 3), BAO6504 (Sem 1)",Financial and Managerial Accounting
92417,XsJBJ,Carlos,Flores,31,Male,Singapore,"	
WOM1000 (Sem 1), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
85667,eOlGP,Luisa,Torres,27,Female,Myanmar,"BCO7006 (Sem 1), BEO6000 (Sem 3), BCO7004 (Sem 4)",Digital Media and Content Creation
21608,u3mBD,Maria,Rivera,20,Female,Malaysia,"BCO7002 (Sem 4), BEO6000 (Sem 3), BCO7000 (Sem 1)",Marketing Strategy and Consumer Behavior
68149,5xD9c,Carmen,Martinez,35,Female,Malaysia,"BCO7002 (Sem 4), BCO7003 (Sem 1), BEO6600 (Sem 2)",Financial and Managerial Accounting
55964,q7K3k,Fernando,Santos,23,Male,Philippines,"BEO6000 (Sem 3), BCO7002 (Sem 4), BCO7007 (Sem 2)",Operations and Supply Chain Management
53664,FF4kT,Luisa,Morales,21,Female,Malaysia,"BCO7007 (Sem 2), BCO7004 (Sem 4), BCO7006 (Sem 1)",General Business and Management
75769,rCF6o,Rosa,Fernandez,29,Female,Vietnam,"BEO6000 (Sem 3), BCO7000 (Sem 1), BCO7002 (Sem 4)",Operations and Supply Chain Management
68662,ZsCR1,Antonio,Ramos,32,Male,Philippines,"BCO7000 (Sem 2), BCO7006 (Sem 4), BCO7004 (Sem 4), BEO6000 (Sem 3), BCO7007 (Sem 2)",Digital Media and Content Creation
03234,iHwor,Sofia,Cruz,21,Female,Myanmar,"BCO7000 (Sem 4), BCO7006 (Sem 1), BCO7004 (Sem 4), BCO7003 (Sem 1)",Financial and Managerial Accounting
72434,WaUJV,Jose,Santos,22,Male,Vietnam,BEO6600 (Sem 2),General Business and Management
92384,ri97r,Angelica,Fernandez,19,Female,Laos,"BCO7004 (Sem 4), 	
WOM1000 (Sem 1)",Financial and Managerial Accounting
95091,gcdL0,Carlos,Martinez,35,Male,Myanmar,"	
WOM1000 (Sem 1), BCO7007 (Sem 2), BCO7002 (Sem 4)",Information Technology and Systems
73951,kCbyf,Carmen,Garcia,33,Female,Laos,"BEO6000 (Sem 3), BCO6008 (Sem 2), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
65797,3YB4H,Fernando,Cruz,22,Male,Vietnam,BAO6504 (Sem 1),General Business and Management
24719,nLH9w,Jessica,Morales,25,Female,Brunei,"BCO7005 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4)",Information Technology and Systems
43005,vrvyf,Ismael,Garcia,21,Male,Vietnam,BEO6000 (Sem 3),Leadership and Strategic Management
79542,dcmK9,Angelica,Rivera,30,Female,Cambodia,BCO7002 (Sem 4),Operations and Supply Chain Management
