st_id,password,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
81791,2Pglj,Sofia,Morales,25,Female,Vietnam,BAO6504,1,BCO7002,4.0,,,Information Technology and Systems
90220,GnwsV,Juan,Gonzalez,22,Male,Vietnam,BCO7002,4,BAO6504,1.0,,,Operations and Supply Chain Management
30551,xBGsG,Rosa,Torres,25,Female,Thailand,BCO7004,4,BAO6504,1.0,,,Digital Media and Content Creation
22943,4envl,Ismael,Cruz,31,Male,Laos,BAO6504,1,BCO7007,2.0,,,Data-Driven Decision Making and Analytics
41881,kSUgU,Angelica,Martinez,32,Female,Brunei,BCO7006,1,,,,,Financial and Managerial Accounting
90631,TJOoJ,Maria,Ramos,35,Female,Malaysia,BCO7002,4,BAO6504,1.0,,,Information Technology and Systems
14838,eWokU,Ismael,Reyes,33,Male,Malaysia,BEO6000,3,,,,,Leadership and Strategic Management
50477,dG1zK,Sofia,Gonzalez,32,Female,Myanmar,BCO7005,2,BAO6504,1.0,BCO7002,4.0,Operations and Supply Chain Management
68927,GdZ54,Alberto,Reyes,22,Male,Laos,BCO7006,1,BEO6000,3.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
84537,wWmu4,Isabela,Martinez,29,Female,Malaysia,BEO6000,3,,,,,Digital Media and Content Creation
04820,cOlCF,Luisa,Flores,26,Female,Vietnam,BCO7000,4,BCO7006,4.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
16066,K7rti,Rosa,Fernandez,23,Female,Laos,BAO6504,1,BCO7002,4.0,,,Financial and Managerial Accounting
31757,7xxHH,Carmen,Cruz,18,Female,Malaysia,BEO6000,3,BCO7003,1.0,,,General Business and Management
19207,WIqju,Ricardo,Cruz,29,Male,Singapore,BCO6008,2,BEO6000,3.0,BCO7000,1.0,Leadership and Strategic Management
09222,ZpKww,Carmen,Ramos,26,Female,Laos,BCO7002,4,,,,,Digital Media and Content Creation
13905,YyuPk,Luisa,Ramos,22,Female,Brunei,BCO7005,2,,,,,Financial and Managerial Accounting
35854,KZoYZ,Fernando,Santos,19,Male,Vietnam,BCO7000,2,BCO7006,4.0,BCO7004,4.0,Leadership and Strategic Management
37270,qzuea,Jose,Torres,33,Male,Malaysia,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Data-Driven Decision Making and Analytics
16372,PgoyB,Rosa,Gonzalez,27,Female,Malaysia,BAO6504,1,,,,,General Business and Management
20203,yoolY,Veronica,Ramos,28,Female,Cambodia,BCO7005,2,BCO7000,1.0,,,Financial and Managerial Accounting
09948,OW1RQ,Ismael,Garcia,32,Male,Indonesia,BCO7004,4,,,,,General Business and Management
09390,vJfp7,Alberto,Cruz,34,Male,Philippines,BAO6504,1,,,,,Operations and Supply Chain Management
92216,pjx9J,Alicia,Ramos,35,Female,Laos,BCO7002,4,BCO6008,2.0,BEO6000,3.0,Leadership and Strategic Management
60097,IWJGH,Juan,Garcia,35,Male,Thailand,BCO7000,1,BCO7006,1.0,"	
WOM1000",1.0,Marketing Strategy and Consumer Behavior
98615,icfWy,Jessica,Garcia,27,Female,Indonesia,BCO7002,4,,,,,General Business and Management
11185,dZ5kx,Jessica,Ramos,19,Female,Vietnam,BAO6504,1,BEO6000,3.0,BEO6600,2.0,Operations and Supply Chain Management
56725,k9cY2,Miguel,Reyes,24,Male,Indonesia,BCO7004,4,,,,,Operations and Supply Chain Management
02726,VPELl,Maria,Cruz,32,Female,Laos,BCO7000,4,BCO7006,3.0,BCO7004,4.0,Leadership and Strategic Management
32689,4RnOH,Alberto,Ramos,31,Male,Myanmar,BCO7006,1,,,,,Information Technology and Systems
88877,WCMJK,Alberto,Rivera,24,Male,Thailand,BCO7000,1,BCO7006,4.0,BCO7002,4.0,Digital Media and Content Creation
55751,IkaOa,Juan,Rivera,28,Male,Malaysia,BCO7007,2,BEO6000,3.0,"	
WOM1000",1.0,Digital Media and Content Creation
94150,9Xqiq,Ricardo,Santos,21,Male,Cambodia,BCO7002,4,BCO7006,1.0,,,Leadership and Strategic Management
74558,SaI9i,Carmen,Ramos,25,Female,Vietnam,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
09064,UnpKW,Veronica,Gonzalez,18,Female,Indonesia,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
30617,8E3eF,Luisa,Morales,30,Female,Singapore,BCO7003,1,BCO7007,2.0,BCO7002,4.0,General Business and Management
11431,2hRl7,Antonio,Garcia,23,Male,Philippines,BCO7000,1,BEO6000,3.0,BCO7004,4.0,Information Technology and Systems
69839,sk5R4,Miguel,Santos,28,Male,Singapore,BCO7002,4,"	
WOM1000",1.0,,,Information Technology and Systems
38205,kwI8j,Miguel,Garcia,20,Male,Brunei,BCO7005,2,BCO7004,4.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
18920,IclVH,Rosa,Rivera,19,Female,Laos,BCO7002,4,BEO6600,2.0,,,Information Technology and Systems
21554,wDqvC,Isabela,Fernandez,26,Female,Myanmar,BCO7000,2,BCO7006,1.0,BAO6504,1.0,General Business and Management
44094,Pp4Io,Luisa,Cruz,28,Female,Cambodia,BCO7000,1,BCO7006,1.0,BEO6000,3.0,Information Technology and Systems
18385,I9Zi7,Alberto,Martinez,31,Male,Thailand,BEO6000,3,BEO6600,2.0,"	
WOM1000",1.0,Operations and Supply Chain Management
38092,gbX8y,Angelica,Cruz,28,Female,Thailand,BEO6600,2,BCO7002,4.0,BAO6504,1.0,Financial and Managerial Accounting
14839,ZxjpQ,Miguel,Torres,31,Male,Indonesia,BEO6000,3,BCO7004,4.0,,,General Business and Management
20261,CDm4Z,Veronica,Torres,34,Female,Philippines,BEO6000,3,,,,,Financial and Managerial Accounting
94775,65tqP,Luisa,Reyes,18,Female,Indonesia,BCO7000,1,BCO7006,1.0,BCO7004,4.0,General Business and Management
04512,S8Bu5,Jose,Rivera,33,Male,Malaysia,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Marketing Strategy and Consumer Behavior
77974,GwRBV,Maria,Gonzalez,28,Female,Malaysia,"	
WOM1000",1,BEO6000,3.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
17904,6JyTu,Luisa,Santos,18,Female,Singapore,BCO7007,2,BCO7002,4.0,,,Leadership and Strategic Management
78780,eF06E,Isabela,Flores,20,Female,Laos,BCO7003,1,,,,,Operations and Supply Chain Management
24233,DnMJm,Sofia,Fernandez,22,Female,Singapore,BAO6504,1,BCO7004,4.0,BEO6000,3.0,Digital Media and Content Creation
20646,9gCJU,Carlos,Rivera,22,Male,Vietnam,BAO6504,1,BEO6000,3.0,,,Information Technology and Systems
05377,w0ivS,Antonio,Fernandez,20,Male,Myanmar,BEO6000,3,,,,,General Business and Management
46654,ceDv9,Antonio,Cruz,27,Male,Laos,BCO6008,2,,,,,Leadership and Strategic Management
59377,6vk7G,Luisa,Santos,28,Female,Indonesia,BCO7002,4,,,,,Operations and Supply Chain Management
60817,EwX13,Jessica,Ramos,21,Female,Brunei,BCO7000,1,BCO7004,4.0,BEO6000,3.0,Operations and Supply Chain Management
19150,TIIRC,Rosa,Reyes,27,Female,Thailand,BCO7007,2,,,,,Financial and Managerial Accounting
02575,jWdqn,Veronica,Fernandez,32,Female,Cambodia,BAO6504,1,BCO7004,4.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
91381,fOmKC,Miguel,Santos,34,Male,Indonesia,BCO7005,2,BCO7004,4.0,,,Digital Media and Content Creation
33610,qWJtO,Luisa,Cruz,30,Female,Thailand,BCO7000,1,BCO7006,1.0,BAO6504,1.0,Information Technology and Systems
11133,Pxi6w,Carmen,Fernandez,19,Female,Thailand,"	
WOM1000",1,,,,,Financial and Managerial Accounting
85720,YDYOS,Veronica,Gonzalez,18,Female,Malaysia,BCO7000,1,BCO7002,4.0,,,General Business and Management
47902,gxY4W,Alberto,Fernandez,28,Male,Brunei,BEO6000,3,BCO6008,2.0,BCO7002,4.0,Financial and Managerial Accounting
54658,HuoEy,Alicia,Martinez,18,Female,Indonesia,BCO7006,1,BEO6600,2.0,BCO7002,4.0,Leadership and Strategic Management
36363,YVBT3,Miguel,Santos,24,Male,Thailand,BEO6000,3,,,,,Leadership and Strategic Management
84870,vcibo,Ismael,Fernandez,30,Male,Indonesia,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Leadership and Strategic Management
58033,5gxGY,Juan,Gonzalez,26,Male,Malaysia,BCO7004,4,BCO7000,1.0,,,Financial and Managerial Accounting
39947,3N5Vk,Miguel,Ramos,31,Male,Singapore,BCO7002,4,BEO6600,2.0,BEO6000,3.0,General Business and Management
30929,udGGm,Fernando,Morales,28,Male,Singapore,BCO7006,1,BCO7005,2.0,,,Digital Media and Content Creation
88263,gAsHV,Isabela,Morales,30,Female,Cambodia,BCO7000,2,BCO7006,2.0,BCO7005,2.0,Leadership and Strategic Management
70674,G31TP,Carlos,Garcia,33,Male,Cambodia,BCO7006,1,BEO6000,3.0,BCO7002,4.0,Digital Media and Content Creation
10055,k0Aam,Carlos,Rivera,20,Male,Singapore,BEO6600,2,BEO6000,3.0,,,Financial and Managerial Accounting
38595,lDD1G,Carlos,Garcia,24,Male,Thailand,BCO7000,4,BCO7006,2.0,BCO6008,2.0,Information Technology and Systems
57619,o7UEt,Miguel,Morales,22,Male,Laos,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Information Technology and Systems
38104,703yO,Antonio,Reyes,24,Male,Brunei,BCO7000,1,BCO7006,2.0,BCO7005,2.0,Financial and Managerial Accounting
11408,QW3Vz,Rosa,Cruz,35,Female,Philippines,BEO6600,2,BAO6504,1.0,,,Operations and Supply Chain Management
08964,kn8eG,Alicia,Ramos,34,Female,Brunei,BCO7006,1,,,,,General Business and Management
38042,6MK26,Alberto,Morales,26,Male,Philippines,BCO7004,4,,,,,Digital Media and Content Creation
94921,r0S9b,Alberto,Torres,20,Male,Cambodia,BCO7004,4,BCO6008,2.0,BCO7003,1.0,Financial and Managerial Accounting
49931,GRwkw,Sofia,Martinez,32,Female,Indonesia,BEO6000,3,BCO7005,2.0,,,Operations and Supply Chain Management
45667,m6J10,Ricardo,Ramos,26,Male,Vietnam,BCO6008,2,BCO7003,1.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
78285,ZX1gg,Alicia,Rivera,34,Female,Myanmar,BEO6000,3,BEO6600,2.0,,,Data-Driven Decision Making and Analytics
35257,BqMzN,Alberto,Cruz,32,Male,Singapore,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
45296,EUT0R,Luisa,Flores,29,Female,Philippines,BEO6000,3,BCO7000,1.0,BCO7004,4.0,Digital Media and Content Creation
96980,y33cr,Carmen,Ramos,19,Female,Thailand,BCO7005,2,BAO6504,1.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
14270,EXO7k,Ricardo,Rivera,26,Male,Indonesia,BCO7007,2,,,,,Leadership and Strategic Management
39179,m1Mwj,Fernando,Morales,24,Male,Vietnam,BCO7000,1,,,,,Digital Media and Content Creation
24887,0r5l9,Miguel,Martinez,21,Male,Indonesia,BCO7003,1,BEO6600,2.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
34882,CCern,Ricardo,Martinez,25,Male,Brunei,BEO6000,3,BCO7007,2.0,,,Operations and Supply Chain Management
31718,03DJo,Jose,Cruz,28,Male,Brunei,BCO7004,4,BCO7007,2.0,,,Leadership and Strategic Management
67889,BLXat,Roberto,Ramos,24,Male,Vietnam,BCO7004,4,,,,,Information Technology and Systems
58534,vgSNA,Ismael,Flores,31,Male,Vietnam,BCO6008,2,,,,,Leadership and Strategic Management
63306,OdCEi,Antonio,Martinez,20,Male,Singapore,BCO6008,2,BEO6000,3.0,,,Digital Media and Content Creation
88056,4fHc4,Ricardo,Martinez,33,Male,Philippines,BCO6008,2,BEO6000,3.0,,,Financial and Managerial Accounting
05829,MiuNI,Sofia,Cruz,26,Female,Cambodia,BCO7000,3,BCO7006,1.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
96399,DkXfn,Isabela,Morales,19,Female,Indonesia,BCO7005,2,BEO6000,3.0,"	
WOM1000",1.0,Financial and Managerial Accounting
09633,nih9r,Roberto,Garcia,35,Male,Vietnam,BCO7000,3,BCO7006,4.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
70092,MOW46,Antonio,Rivera,29,Male,Singapore,BCO7005,2,BCO7003,1.0,,,Information Technology and Systems
71299,ruEbG,Ricardo,Fernandez,20,Male,Philippines,BCO7006,1,,,,,Data-Driven Decision Making and Analytics
54851,O7Jgz,Jose,Torres,24,Male,Cambodia,BEO6600,2,BEO6000,3.0,,,Financial and Managerial Accounting
08853,ewMxB,Miguel,Morales,20,Male,Malaysia,BEO6000,3,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
90299,D6329,Ismael,Ramos,22,Male,Vietnam,BCO7007,2,BEO6000,3.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
21851,HN5KC,Ricardo,Cruz,18,Male,Indonesia,BCO7002,4,BCO7007,2.0,,,Information Technology and Systems
67669,OWT2v,Jessica,Rivera,18,Female,Philippines,BCO7000,3,BCO7006,2.0,BCO7002,4.0,General Business and Management
91572,kqRgN,Alberto,Morales,29,Male,Philippines,BCO7006,1,BCO7004,4.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
64885,JbNzx,Antonio,Fernandez,32,Male,Laos,BCO7004,4,BEO6000,3.0,BCO6008,2.0,Marketing Strategy and Consumer Behavior
25431,HmoOA,Ismael,Rivera,21,Male,Myanmar,BEO6000,3,BCO7006,1.0,BCO7007,2.0,Information Technology and Systems
77757,OYnVX,Ricardo,Gonzalez,24,Male,Laos,BCO7000,2,BCO7006,4.0,BEO6600,2.0,Financial and Managerial Accounting
68151,UTbCg,Roberto,Fernandez,30,Male,Cambodia,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
10794,IyVHE,Maria,Gonzalez,20,Female,Myanmar,BCO7004,4,BEO6000,3.0,,,Information Technology and Systems
29190,WuBXy,Ricardo,Martinez,32,Male,Singapore,BCO7004,4,,,,,Operations and Supply Chain Management
00102,JnXBy,Luisa,Reyes,24,Female,Brunei,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
42732,25OEd,Veronica,Cruz,24,Female,Indonesia,BEO6000,3,"	
WOM1000",1.0,BCO7004,4.0,General Business and Management
36944,GnVQA,Roberto,Fernandez,34,Male,Malaysia,BCO7000,3,BCO7006,3.0,BCO7007,2.0,Data-Driven Decision Making and Analytics
87799,OAzGf,Fernando,Garcia,33,Male,Myanmar,BEO6000,3,,,,,Digital Media and Content Creation
05128,Zf88q,Carlos,Rivera,22,Male,Myanmar,BCO7000,1,BCO7006,3.0,BEO6600,2.0,Information Technology and Systems
21705,kp2Q6,Veronica,Reyes,30,Female,Indonesia,BCO7003,1,BCO7004,4.0,BCO6008,2.0,Operations and Supply Chain Management
68306,aLe7Y,Alicia,Garcia,22,Female,Laos,"	
WOM1000",1,,,,,Financial and Managerial Accounting
78926,qc8pP,Carmen,Reyes,35,Female,Indonesia,"	
WOM1000",1,,,,,Marketing Strategy and Consumer Behavior
52849,xjNiE,Angelica,Ramos,26,Female,Philippines,BCO7005,2,BEO6000,3.0,BCO7004,4.0,Financial and Managerial Accounting
78498,61dIB,Carlos,Cruz,27,Male,Brunei,BCO7004,4,BCO7007,2.0,,,Leadership and Strategic Management
54097,CG05R,Jose,Morales,30,Male,Myanmar,BEO6000,3,BCO7002,4.0,BCO6008,2.0,Operations and Supply Chain Management
69592,NKYEn,Jose,Martinez,34,Male,Myanmar,BEO6000,3,BCO7005,2.0,,,Digital Media and Content Creation
18543,hHi7C,Maria,Gonzalez,30,Female,Malaysia,BEO6000,3,,,,,Leadership and Strategic Management
59882,2Q8fx,Rosa,Ramos,21,Female,Laos,BCO7002,4,"	
WOM1000",1.0,,,Marketing Strategy and Consumer Behavior
94927,GTNAH,Isabela,Torres,18,Female,Vietnam,BCO7006,1,BEO6000,3.0,,,Digital Media and Content Creation
79170,47dfV,Miguel,Martinez,22,Male,Vietnam,BCO7005,2,BEO6000,3.0,,,General Business and Management
30715,Q0YvS,Fernando,Fernandez,32,Male,Singapore,BEO6000,3,"	
WOM1000",1.0,BEO6600,2.0,Data-Driven Decision Making and Analytics
41702,xZaHL,Sofia,Santos,34,Female,Cambodia,BAO6504,1,,,,,Operations and Supply Chain Management
06819,lVmYF,Maria,Rivera,30,Female,Cambodia,BAO6504,1,BEO6600,2.0,BEO6000,3.0,Financial and Managerial Accounting
56293,jtAke,Fernando,Morales,23,Male,Myanmar,"	
WOM1000",1,BEO6000,3.0,,,General Business and Management
69342,8dMvh,Maria,Torres,18,Female,Cambodia,BAO6504,1,,,,,Financial and Managerial Accounting
97466,JDaNf,Miguel,Reyes,34,Male,Vietnam,BCO7002,4,BAO6504,1.0,,,Marketing Strategy and Consumer Behavior
51432,NHwQy,Sofia,Flores,19,Female,Indonesia,BCO7000,3,BCO7006,3.0,BCO7003,1.0,General Business and Management
87144,oztcy,Rosa,Cruz,31,Female,Vietnam,BCO7004,4,BCO7005,2.0,BEO6000,3.0,General Business and Management
00092,wYACQ,Alberto,Rivera,24,Male,Malaysia,BCO7000,3,BCO7006,4.0,BEO6000,3.0,Leadership and Strategic Management
88212,ZXX3S,Antonio,Rivera,31,Male,Cambodia,BCO7000,2,BCO7006,3.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
60569,nA4GB,Antonio,Morales,18,Male,Malaysia,BCO7003,1,BEO6000,3.0,BCO7004,4.0,Operations and Supply Chain Management
05967,jPaMp,Ricardo,Martinez,25,Male,Laos,BCO7007,2,BCO7002,4.0,BCO7003,1.0,Operations and Supply Chain Management
68918,fXPC5,Carmen,Reyes,33,Female,Laos,BEO6000,3,,,,,Information Technology and Systems
58689,Xh5be,Antonio,Garcia,22,Male,Indonesia,BCO7000,1,BCO7006,1.0,BCO7003,1.0,General Business and Management
00662,4mIv2,Rosa,Garcia,25,Female,Vietnam,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
11268,6txlM,Isabela,Ramos,21,Female,Thailand,BCO7003,1,BEO6000,3.0,BEO6600,2.0,Marketing Strategy and Consumer Behavior
83409,hsaAG,Fernando,Morales,35,Male,Cambodia,BCO7002,4,BCO7005,2.0,BCO7006,1.0,Digital Media and Content Creation
72058,xyVFz,Carlos,Morales,30,Male,Indonesia,BCO7000,1,BEO6600,2.0,,,Financial and Managerial Accounting
59950,7gUWx,Carlos,Gonzalez,21,Male,Cambodia,BCO7003,1,BEO6000,3.0,BEO6600,2.0,Marketing Strategy and Consumer Behavior
35524,C64UY,Carlos,Garcia,20,Male,Myanmar,BEO6000,3,BAO6504,1.0,BCO7004,4.0,Digital Media and Content Creation
07906,jonoK,Jessica,Fernandez,28,Female,Thailand,BCO7000,2,BCO7006,4.0,BEO6000,3.0,General Business and Management
31207,soBso,Luisa,Rivera,31,Female,Cambodia,BEO6600,2,BCO7004,4.0,BEO6000,3.0,Leadership and Strategic Management
92095,5TR3K,Rosa,Martinez,26,Female,Brunei,BCO7005,2,BCO7006,1.0,BCO7002,4.0,Information Technology and Systems
99872,pBwSB,Ricardo,Reyes,25,Male,Vietnam,BCO7004,4,,,,,Leadership and Strategic Management
13626,EZ7en,Jessica,Martinez,29,Female,Myanmar,BCO7000,1,BCO7006,2.0,BAO6504,1.0,Digital Media and Content Creation
31394,gj3Cb,Carlos,Torres,18,Male,Singapore,BCO7002,4,,,,,Leadership and Strategic Management
16091,mDuFj,Maria,Cruz,29,Female,Malaysia,BEO6600,2,BEO6000,3.0,,,Digital Media and Content Creation
04885,C3PLe,Antonio,Reyes,28,Male,Malaysia,BCO7002,4,,,,,Data-Driven Decision Making and Analytics
08280,wsaLx,Jose,Rivera,23,Male,Cambodia,BEO6000,3,"	
WOM1000",1.0,BCO7005,2.0,Operations and Supply Chain Management
43672,A1i3l,Luisa,Gonzalez,35,Female,Vietnam,BCO7007,2,BEO6000,3.0,,,Leadership and Strategic Management
37057,DwkOG,Antonio,Garcia,25,Male,Brunei,BCO7005,2,BCO7002,4.0,BAO6504,1.0,Information Technology and Systems
44333,kIZr8,Ricardo,Rivera,29,Male,Cambodia,BEO6000,3,,,,,Information Technology and Systems
30192,Bfo5c,Jessica,Gonzalez,30,Female,Myanmar,BCO7000,4,BCO7006,4.0,BCO7005,2.0,Information Technology and Systems
63108,GYOT5,Jessica,Reyes,35,Female,Vietnam,BCO7000,1,BCO7006,2.0,"	
WOM1000",1.0,General Business and Management
26893,oVWLR,Juan,Santos,20,Male,Singapore,BCO7002,4,,,,,General Business and Management
44849,5pD5s,Ismael,Flores,20,Male,Singapore,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Data-Driven Decision Making and Analytics
48462,LcgJX,Ricardo,Morales,26,Male,Indonesia,BCO7000,2,BCO7006,2.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
40306,vtEsn,Rosa,Rivera,24,Female,Thailand,BCO7000,1,BCO7006,1.0,BCO7004,4.0,General Business and Management
78767,zMs2c,Jessica,Cruz,25,Female,Indonesia,BCO7007,2,,,,,Information Technology and Systems
52877,n1MY7,Isabela,Rivera,24,Female,Indonesia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
71048,f96MS,Rosa,Rivera,22,Female,Brunei,BCO7000,4,BCO7006,4.0,BCO7007,2.0,Operations and Supply Chain Management
53787,4ZVjt,Rosa,Gonzalez,34,Female,Thailand,"	
WOM1000",1,BEO6600,2.0,,,Leadership and Strategic Management
32859,wnzqv,Jessica,Gonzalez,32,Female,Philippines,BCO7000,4,BCO7006,3.0,BCO7004,4.0,General Business and Management
19971,6OyAR,Jose,Reyes,29,Male,Malaysia,BCO7000,4,BCO7006,2.0,BCO6008,2.0,Operations and Supply Chain Management
56717,Ptt5Z,Luisa,Garcia,34,Female,Vietnam,BCO7002,4,BCO6008,2.0,,,Leadership and Strategic Management
87183,NgxCw,Isabela,Cruz,34,Female,Singapore,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Digital Media and Content Creation
03977,x10O4,Angelica,Morales,21,Female,Singapore,BCO7005,2,BEO6000,3.0,,,General Business and Management
98573,rmFvg,Luisa,Santos,24,Female,Laos,BCO7000,1,BCO7006,1.0,,,General Business and Management
71540,XlgST,Antonio,Garcia,31,Male,Singapore,BCO7000,2,BCO7006,3.0,BCO7005,2.0,Financial and Managerial Accounting
13858,WxQyk,Sofia,Santos,25,Female,Laos,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Financial and Managerial Accounting
22960,v77uo,Rosa,Fernandez,32,Female,Brunei,BCO7004,4,,,,,Data-Driven Decision Making and Analytics
53180,zvwvS,Veronica,Martinez,35,Female,Indonesia,BCO7000,1,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
34753,BJwdD,Angelica,Torres,35,Female,Laos,BCO7005,2,BAO6504,1.0,BCO7004,4.0,Financial and Managerial Accounting
92072,FsUDq,Veronica,Santos,35,Female,Thailand,BCO6008,2,BEO6000,3.0,"	
WOM1000",1.0,Information Technology and Systems
97854,cLkFB,Carmen,Fernandez,23,Female,Thailand,BCO7000,3,BCO7006,3.0,BCO7003,1.0,General Business and Management
86097,aoGAj,Ismael,Flores,19,Male,Singapore,BCO7000,4,BCO7006,4.0,"	
WOM1000",1.0,General Business and Management
63760,l5OXF,Isabela,Garcia,20,Female,Philippines,BCO7000,1,BCO7004,4.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
71979,oQIiJ,Ismael,Rivera,20,Male,Vietnam,BCO7004,4,,,,,Leadership and Strategic Management
46060,Y3xax,Roberto,Martinez,24,Male,Malaysia,BCO7006,1,BEO6600,2.0,,,General Business and Management
13408,UQ1UF,Carmen,Morales,18,Female,Vietnam,BCO7002,4,BEO6000,3.0,BCO7003,1.0,Marketing Strategy and Consumer Behavior
34776,KGDUC,Angelica,Rivera,31,Female,Vietnam,BCO6008,2,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
58297,aU2ls,Carlos,Ramos,28,Male,Vietnam,BCO6008,2,,,,,Digital Media and Content Creation
34062,KJoNU,Jose,Ramos,27,Male,Thailand,BCO7004,4,BAO6504,1.0,BEO6000,3.0,General Business and Management
67357,E0FW3,Roberto,Reyes,27,Male,Cambodia,BAO6504,1,BEO6000,3.0,,,Financial and Managerial Accounting
70030,hFbMb,Maria,Gonzalez,35,Female,Malaysia,"	
WOM1000",1,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
07505,kKuvZ,Alberto,Gonzalez,31,Male,Thailand,BCO7000,1,BCO7006,4.0,BCO7004,4.0,Leadership and Strategic Management
67197,b9Vhh,Juan,Garcia,31,Male,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
69300,Kv9td,Alberto,Garcia,28,Male,Indonesia,BEO6600,2,BCO7003,1.0,,,Marketing Strategy and Consumer Behavior
61417,wcmfS,Roberto,Morales,19,Male,Indonesia,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
91144,C1KqY,Maria,Torres,33,Female,Malaysia,BCO7006,1,BCO7005,2.0,,,Marketing Strategy and Consumer Behavior
89916,Bh9KO,Angelica,Morales,26,Female,Myanmar,BCO7000,1,BCO7006,1.0,BCO7003,1.0,Financial and Managerial Accounting
80424,DJKpv,Carlos,Torres,29,Male,Singapore,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
14329,8qFRA,Sofia,Torres,25,Female,Cambodia,BEO6000,3,BCO7007,2.0,BCO7002,4.0,Information Technology and Systems
54981,dUAof,Ricardo,Flores,19,Male,Myanmar,BCO7000,1,,,,,Operations and Supply Chain Management
15856,7wN8R,Angelica,Cruz,32,Female,Thailand,BEO6000,3,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
04071,XxyWE,Juan,Fernandez,35,Male,Philippines,BCO6008,2,BEO6000,3.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
50523,OErmE,Veronica,Rivera,24,Female,Cambodia,BCO6008,2,BEO6000,3.0,BCO7004,4.0,Leadership and Strategic Management
38716,1DEmt,Fernando,Fernandez,26,Male,Thailand,BCO7004,4,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
14860,v7wBi,Sofia,Reyes,21,Female,Vietnam,BCO7005,2,BEO6000,3.0,BCO7003,1.0,Digital Media and Content Creation
98308,Yn0Pi,Veronica,Rivera,34,Female,Indonesia,BEO6600,2,BCO7004,4.0,BEO6000,3.0,General Business and Management
76357,qoYDc,Carlos,Ramos,20,Male,Laos,BCO6008,2,BCO7003,1.0,,,Digital Media and Content Creation
31261,Dtdms,Luisa,Fernandez,18,Female,Philippines,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Information Technology and Systems
68472,7tdyi,Roberto,Ramos,26,Male,Indonesia,BEO6000,3,BCO7005,2.0,BCO7000,1.0,Marketing Strategy and Consumer Behavior
38003,opBM6,Jessica,Morales,21,Female,Laos,BCO7007,2,,,,,General Business and Management
62126,bLdKz,Maria,Garcia,28,Female,Malaysia,BCO7004,4,,,,,Data-Driven Decision Making and Analytics
52449,mvtl6,Rosa,Reyes,34,Female,Malaysia,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
18323,3iDBN,Luisa,Torres,35,Female,Philippines,BCO7002,4,BCO7005,2.0,,,Data-Driven Decision Making and Analytics
16448,iRXts,Maria,Cruz,20,Female,Vietnam,BCO7000,2,BCO7006,3.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
45408,j9nZF,Jose,Gonzalez,18,Male,Vietnam,BCO7000,2,BCO7006,1.0,BCO7003,1.0,Information Technology and Systems
