st_id,password,first_name,last_name,age,gender,nationality,interest_1,interest_2,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
08791,X1bcW,Veronica,Torres,30,Female,Laos,Economic Theory,Quantitative Analysis,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
81179,c6QBQ,Jessica,Garcia,24,Female,Vietnam,Leadership and Empowerment,Financial Analysis,BCO7003,Analytics Project M anagement,1,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
15831,qbJLR,Maria,Santos,22,Female,Indonesia,Data Science,Machine Learning,BCO7000,Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
95990,CPp1F,Jose,Fernandez,31,Male,Vietnam,Market Analysis,Customer Experience,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
34132,DogVi,Angelica,Torres,29,Female,Malaysia,Machine Learning,Economic Theory,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
69848,nlf9A,Veronica,Ramos,18,Female,Indonesia,General Business Interest,Leadership and Empowerment,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
78382,G56uF,Antonio,Santos,23,Male,Philippines,Market Analysis,Quantitative Analysis,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,
57734,MDOSC,Isabela,Rivera,22,Female,Laos,General Business Interest,Machine Learning,BCO7002,Experience Management,4,12,BCO7007,Machine Learning,2,12.0,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
47275,w9mzn,Jose,Santos,24,Male,Singapore,Machine Learning,Business Intelligence,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
03526,dNjxs,Carmen,Ramos,34,Female,Brunei,Data Science,Business Intelligence,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3.0,12.0
99564,DRKRb,Angelica,Flores,31,Female,Philippines,Machine Learning,Market Analysis,BCO6008,Predictive Analytics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
26542,TJQFM,Ismael,Gonzalez,29,Male,Vietnam,General Business Interest,Financial Analysis,BCO7000,Business Analytics,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
96189,roThD,Miguel,Ramos,35,Male,Philippines,Economic Theory,General Business Interest,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,,,,,
67792,sqiiy,Ricardo,Torres,29,Male,Laos,Economic Theory,Machine Learning,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
41754,Xhx6B,Miguel,Morales,34,Male,Laos,Market Analysis,Machine Learning,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
14326,MBlJ5,Isabela,Cruz,24,Female,Vietnam,Quantitative Analysis,Customer Experience,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
03646,jwvmZ,Fernando,Martinez,33,Male,Vietnam,Economic Theory,Programming (Python),BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
44775,EhOd8,Alberto,Gonzalez,20,Male,Laos,General Business Interest,Customer Experience,BCO7002,Experience Management,4,12,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
05529,UyNh0,Sofia,Torres,25,Female,Laos,Customer Experience,General Business Interest,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
53672,kpJbF,Maria,Morales,35,Female,Myanmar,Business Strategy,Programming (Python),BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
16530,Ccmnq,Jessica,Reyes,20,Female,Laos,Business Strategy,Customer Experience,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
04214,azzDi,Jessica,Fernandez,24,Female,Vietnam,Customer Experience,General Business Interest,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
58256,GLoGH,Maria,Gonzalez,35,Female,Myanmar,Financial Analysis,General Business Interest,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
77080,9zWYG,Carmen,Cruz,30,Female,Brunei,Financial Analysis,Market Analysis,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
40196,g4FMY,Ismael,Morales,35,Male,Myanmar,Programming (Python),Business Strategy,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,
19971,4XvOS,Jose,Rivera,21,Male,Cambodia,Programming (Python),Machine Learning,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,
92694,Gq2rq,Juan,Cruz,32,Male,Brunei,Economic Theory,Data Science,WOM1000,Women in STEM,1,12,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,,,,,
18198,777AL,Jessica,Reyes,31,Female,Vietnam,Financial Analysis,Machine Learning,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
60747,jo1wX,Veronica,Gonzalez,33,Female,Thailand,Data Science,Programming (Python),BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,
81749,6RiP8,Carmen,Gonzalez,23,Female,Laos,Programming (Python),Business Intelligence,BCO7002,Experience Management,4,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
20583,z1Vh1,Ismael,Fernandez,24,Male,Singapore,Machine Learning,Economic Theory,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
12131,2gdZL,Carmen,Cruz,27,Female,Philippines,Leadership and Empowerment,Business Intelligence,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
70627,iGCbW,Juan,Torres,25,Male,Thailand,Data Science,Business Strategy,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
45845,0qoic,Veronica,Rivera,31,Female,Indonesia,Leadership and Empowerment,Financial Analysis,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
68735,UIeCc,Luisa,Garcia,31,Female,Brunei,Customer Experience,Business Intelligence,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,4,12.0,,,,
14212,Cd9Dj,Alberto,Cruz,18,Male,Malaysia,Machine Learning,Financial Analysis,BCO7006,Coding for Business Analytics,1,12,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
66012,BMMUp,Alberto,Gonzalez,29,Male,Indonesia,Quantitative Analysis,General Business Interest,BCO7005,Data Security and Governance,2,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
91967,VVSfo,Antonio,Flores,22,Male,Myanmar,Financial Analysis,General Business Interest,BCO7004,Business Data Mining and Warehousing,4,12,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,,,,,
91944,NCC0J,Jessica,Fernandez,28,Female,Brunei,Leadership and Empowerment,General Business Interest,BCO7003,Analytics Project M anagement,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
71724,CW2on,Veronica,Ramos,30,Female,Myanmar,Market Analysis,Quantitative Analysis,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
53202,yxmO8,Rosa,Reyes,20,Female,Singapore,Data Science,Financial Analysis,BCO7002,Experience Management,4,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
94472,zWGMd,Antonio,Ramos,31,Male,Laos,Business Intelligence,Market Analysis,BCO7003,Analytics Project M anagement,1,12,,,,,,,,,,,,,,,,,,,,
14646,6iCFT,Jessica,Torres,26,Female,Thailand,Quantitative Analysis,Market Analysis,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
95198,QaS67,Isabela,Garcia,34,Female,Myanmar,Programming (Python),Machine Learning,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
84838,08Fi4,Ricardo,Ramos,31,Male,Indonesia,Machine Learning,Business Strategy,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
49352,TctDJ,Maria,Reyes,28,Female,Cambodia,Quantitative Analysis,Leadership and Empowerment,BCO7000,Business Analytics,1,12,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
40962,Y2pHu,Luisa,Flores,31,Female,Vietnam,Business Strategy,General Business Interest,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
49491,0dTxR,Angelica,Reyes,20,Female,Vietnam,Financial Analysis,Machine Learning,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
92394,LWTD5,Juan,Morales,30,Male,Thailand,General Business Interest,Business Intelligence,BAO6504,Accounting for Management,1,12,,,,,,,,,,,,,,,,,,,,
64817,oQPBs,Ismael,Torres,35,Male,Brunei,Business Intelligence,Programming (Python),BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
32276,aYlN0,Rosa,Morales,28,Female,Cambodia,Financial Analysis,Economic Theory,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BAO6504,Accounting for Management,1,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,2.0,12.0
71736,Bs3Al,Isabela,Gonzalez,19,Female,Cambodia,Data Science,Machine Learning,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
37915,x2dO3,Veronica,Torres,19,Female,Vietnam,Business Intelligence,Programming (Python),BCO7006,Coding for Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
25717,sQ6mr,Rosa,Cruz,30,Female,Vietnam,Machine Learning,Quantitative Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
59467,MNeDP,Alberto,Torres,30,Male,Laos,Financial Analysis,Business Strategy,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
22777,3DHc1,Sofia,Fernandez,31,Female,Malaysia,General Business Interest,Business Intelligence,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,WOM1000,Women in STEM,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
03617,f5B5P,Juan,Martinez,33,Male,Vietnam,General Business Interest,Data Science,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
32582,VU9f2,Isabela,Rivera,31,Female,Malaysia,Customer Experience,General Business Interest,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
57499,bpIkt,Roberto,Torres,32,Male,Malaysia,Market Analysis,Economic Theory,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,
21501,3CUoo,Roberto,Santos,33,Male,Malaysia,Business Intelligence,Financial Analysis,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
27151,MhZr6,Alberto,Rivera,22,Male,Myanmar,Market Analysis,General Business Interest,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
88967,W8IeU,Veronica,Fernandez,23,Female,Singapore,Economic Theory,Market Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,
89113,94pD4,Antonio,Morales,20,Male,Vietnam,Quantitative Analysis,General Business Interest,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
15562,pdZ5l,Alberto,Rivera,22,Male,Philippines,Business Strategy,Data Science,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
29560,5MjnO,Luisa,Morales,19,Female,Philippines,Economic Theory,Business Intelligence,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,
34660,ZLlOI,Luisa,Cruz,28,Female,Singapore,Data Science,Business Intelligence,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
14955,5afqF,Ricardo,Gonzalez,32,Male,Cambodia,Machine Learning,Programming (Python),BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,
63096,cs3G8,Rosa,Rivera,20,Female,Brunei,Economic Theory,Customer Experience,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,3.0,12.0
77542,h71I5,Luisa,Ramos,27,Female,Philippines,Business Intelligence,Leadership and Empowerment,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
85977,eYNnG,Maria,Santos,29,Female,Thailand,Market Analysis,Quantitative Analysis,BCO7003,Analytics Project M anagement,1,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
54773,j7LmH,Carlos,Santos,32,Male,Vietnam,Machine Learning,Quantitative Analysis,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
08676,x1Re8,Carlos,Santos,34,Male,Brunei,General Business Interest,Market Analysis,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
21107,1AhDe,Roberto,Morales,33,Male,Cambodia,Business Strategy,Programming (Python),BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
32131,2UtnS,Luisa,Reyes,19,Female,Thailand,Business Intelligence,Market Analysis,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
06989,UOQzb,Maria,Martinez,30,Female,Vietnam,Machine Learning,Economic Theory,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
04813,zMbOu,Fernando,Gonzalez,24,Male,Philippines,Machine Learning,Customer Experience,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
87874,t0DN0,Fernando,Ramos,31,Male,Brunei,Data Science,General Business Interest,BCO7004,Business Data Mining and Warehousing,4,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
22241,upaz0,Ismael,Santos,26,Male,Laos,Financial Analysis,Quantitative Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BCO7000,Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
53447,tTBTt,Jose,Morales,18,Male,Brunei,Business Strategy,Market Analysis,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
53359,07nVq,Ricardo,Santos,26,Male,Malaysia,Market Analysis,Programming (Python),BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
08720,sUIpQ,Sofia,Martinez,28,Female,Singapore,Financial Analysis,Business Strategy,WOM1000,Women in STEM,1,12,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,,,,,
79479,A6Os4,Veronica,Santos,24,Female,Brunei,Financial Analysis,Customer Experience,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,
94532,2cAq0,Carmen,Reyes,24,Female,Brunei,Leadership and Empowerment,Financial Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,
89018,0qeJV,Veronica,Cruz,32,Female,Vietnam,Economic Theory,Market Analysis,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
55808,q9m8d,Angelica,Fernandez,19,Female,Brunei,Leadership and Empowerment,Data Science,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
73123,Kys26,Alicia,Rivera,18,Female,Myanmar,Quantitative Analysis,Data Science,BCO7004,Business Data Mining and Warehousing,4,12,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
66972,ilUNo,Antonio,Martinez,29,Male,Indonesia,Customer Experience,Market Analysis,BEO6000,Data Analysis for Business,3,12,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,,,,,
13386,oBCp0,Juan,Martinez,24,Male,Cambodia,Programming (Python),Data Science,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,
48501,4awrM,Luisa,Martinez,28,Female,Laos,Quantitative Analysis,Market Analysis,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
48212,j3U9D,Miguel,Garcia,33,Male,Singapore,Machine Learning,Quantitative Analysis,BCO7006,Coding for Business Analytics,1,12,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
36512,cEVUZ,Juan,Torres,28,Male,Cambodia,Business Intelligence,General Business Interest,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
87437,iAubu,Alberto,Santos,33,Male,Vietnam,Financial Analysis,Quantitative Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
36549,i9QXt,Isabela,Cruz,33,Female,Cambodia,Data Science,Customer Experience,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
83234,NpHFs,Carmen,Rivera,33,Female,Thailand,Market Analysis,Business Intelligence,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
92557,9iU6H,Isabela,Gonzalez,23,Female,Malaysia,Quantitative Analysis,Leadership and Empowerment,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,1,12.0,,,,
54999,YPHsW,Alberto,Flores,28,Male,Singapore,Machine Learning,Business Intelligence,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
47980,1IbVA,Juan,Rivera,19,Male,Malaysia,General Business Interest,Business Intelligence,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
45604,2YPkp,Fernando,Martinez,18,Male,Malaysia,Business Strategy,Market Analysis,BEO6600,Business Economics,2,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
30096,bCd8m,Carlos,Garcia,23,Male,Malaysia,Economic Theory,Business Intelligence,WOM1000,Women in STEM,1,12,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
36058,hyl6g,Rosa,Cruz,20,Female,Malaysia,Economic Theory,Programming (Python),BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,
03142,jiVdY,Ismael,Flores,21,Male,Vietnam,Machine Learning,Data Science,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
78229,EqNHj,Maria,Rivera,29,Female,Cambodia,Data Science,Market Analysis,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
29772,iGhzK,Ismael,Garcia,30,Male,Vietnam,Machine Learning,Business Strategy,BCO7007,Machine Learning,2,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
47388,hNvPJ,Luisa,Santos,34,Female,Myanmar,Programming (Python),Leadership and Empowerment,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
38201,zb9eN,Antonio,Gonzalez,24,Male,Malaysia,Market Analysis,Machine Learning,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
58739,GKPSt,Isabela,Ramos,18,Female,Thailand,Customer Experience,Machine Learning,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
65135,7ngVP,Ismael,Gonzalez,28,Male,Indonesia,Economic Theory,Financial Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
65235,ceRAB,Isabela,Santos,31,Female,Malaysia,Economic Theory,Programming (Python),BEO6600,Business Economics,2,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
62005,audTr,Roberto,Rivera,31,Male,Indonesia,Financial Analysis,Customer Experience,BCO7004,Business Data Mining and Warehousing,4,12,BAO6504,Accounting for Management,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
62197,oBBXv,Carmen,Santos,23,Female,Thailand,Machine Learning,Economic Theory,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6600,Business Economics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
29018,XcUbX,Maria,Garcia,23,Female,Philippines,Leadership and Empowerment,General Business Interest,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
72764,QmTfO,Fernando,Gonzalez,29,Male,Vietnam,Business Intelligence,Quantitative Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
45611,ToTm0,Isabela,Garcia,18,Female,Cambodia,Programming (Python),Market Analysis,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
64420,xJRpF,Angelica,Ramos,35,Female,Cambodia,Leadership and Empowerment,Economic Theory,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
59631,PnIP8,Luisa,Cruz,20,Female,Thailand,Quantitative Analysis,Business Intelligence,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
