st_id,password,first_name,last_name,age,gender,nationality,interest,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
44445,JpeyJ,Carmen,Martinez,19,Female,Laos,Leadership and Strategic Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
98606,9qngJ,Sofia,Flores,32,Female,Vietnam,General Business and Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
40919,bvBE3,Alberto,Cruz,26,Male,Indonesia,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
07958,ASSAQ,Ismael,Rivera,21,Male,Singapore,Leadership and Strategic Management,BCO7003,Analytics Project M anagement,1,12,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
73557,wMvbZ,Fernando,Garcia,31,Male,Thailand,Leadership and Strategic Management,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
94473,RF29T,Maria,Morales,35,Female,Malaysia,Financial and Managerial Accounting,BCO7007,Machine Learning,2,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
81266,E7c43,Veronica,Martinez,31,Female,Thailand,Digital Media and Content Creation,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
65759,S7ggD,Rosa,Torres,34,Female,Cambodia,Financial and Managerial Accounting,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
88475,1OPw0,Carmen,Flores,32,Female,Cambodia,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
12106,VGEtG,Angelica,Garcia,25,Female,Brunei,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
14321,MphSs,Carlos,Fernandez,28,Male,Indonesia,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
45791,QwI6o,Alberto,Garcia,19,Male,Laos,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
05915,DUeKT,Luisa,Fernandez,23,Female,Brunei,Financial and Managerial Accounting,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
40957,U2wvW,Miguel,Reyes,30,Male,Thailand,General Business and Management,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
56391,5CsP7,Maria,Reyes,21,Female,Brunei,Operations and Supply Chain Management,WOM1000,Women in STEM,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
81152,sv8Ui,Alberto,Ramos,30,Male,Indonesia,Digital Media and Content Creation,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
60169,vHXgA,Ricardo,Fernandez,20,Male,Philippines,Leadership and Strategic Management,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
00381,w9QIz,Juan,Rivera,20,Male,Philippines,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
98400,kjdPm,Ismael,Garcia,34,Male,Singapore,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
54451,QSmSY,Ricardo,Santos,33,Male,Indonesia,General Business and Management,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
78147,cEA0C,Maria,Gonzalez,18,Female,Laos,Financial and Managerial Accounting,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
75269,xzX4l,Ismael,Gonzalez,27,Male,Laos,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
80234,jSemK,Jessica,Morales,19,Female,Indonesia,General Business and Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
55487,b4Rxn,Ricardo,Fernandez,18,Male,Vietnam,Financial and Managerial Accounting,BCO7000,Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
98958,f3JFI,Roberto,Santos,35,Male,Indonesia,Digital Media and Content Creation,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
14832,aF0fY,Isabela,Santos,31,Female,Brunei,Marketing Strategy and Consumer Behavior,BCO7003,Analytics Project M anagement,1,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
69602,TLfjH,Carmen,Martinez,27,Female,Vietnam,Financial and Managerial Accounting,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
67935,Z5fri,Jessica,Ramos,33,Female,Singapore,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
80150,DGoeO,Rosa,Fernandez,20,Female,Myanmar,Digital Media and Content Creation,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
02914,FvcXn,Antonio,Torres,20,Male,Thailand,Operations and Supply Chain Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
96248,y2LKl,Jose,Santos,23,Male,Cambodia,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
80076,uu2MW,Carlos,Reyes,26,Male,Myanmar,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,
75421,r8CGF,Alicia,Gonzalez,32,Female,Indonesia,Marketing Strategy and Consumer Behavior,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
33773,VGNI5,Alberto,Cruz,22,Male,Brunei,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,1,12.0,BCO7002,Experience Management,4,12.0,,,,
01494,qJZ4K,Alicia,Fernandez,32,Female,Singapore,Financial and Managerial Accounting,BCO7006,Coding for Business Analytics,1,12,BEO6600,Business Economics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
84902,bIHJe,Maria,Ramos,24,Female,Vietnam,Marketing Strategy and Consumer Behavior,BCO7003,Analytics Project M anagement,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
61925,QBxHz,Carmen,Rivera,30,Female,Malaysia,Digital Media and Content Creation,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
64614,FNOKJ,Carlos,Fernandez,23,Male,Brunei,Information Technology and Systems,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,
50237,UDpnx,Miguel,Ramos,26,Male,Myanmar,Data-Driven Decision Making and Analytics,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
85668,iiqet,Alberto,Flores,21,Male,Thailand,Leadership and Strategic Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
62143,68tYw,Angelica,Morales,32,Female,Laos,Digital Media and Content Creation,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
00865,XI3pR,Carlos,Garcia,35,Male,Indonesia,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
99466,rhDYA,Alberto,Fernandez,22,Male,Brunei,Operations and Supply Chain Management,BCO6008,Predictive Analytics,2,12,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,,,,,
58952,5yZF0,Maria,Rivera,28,Female,Myanmar,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,4,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
96846,8WhUm,Sofia,Flores,30,Female,Singapore,Leadership and Strategic Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7003,Analytics Project M anagement,1,12.0,BCO7002,Experience Management,4,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,4.0,12.0
60683,yvQbw,Carmen,Martinez,25,Female,Myanmar,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
52676,HmSIN,Isabela,Gonzalez,19,Female,Brunei,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
71883,Mt8lq,Juan,Cruz,24,Male,Malaysia,General Business and Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
25866,AEXv9,Angelica,Torres,32,Female,Myanmar,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
97482,4KuLL,Sofia,Reyes,28,Female,Malaysia,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
53584,lM7UP,Fernando,Morales,19,Male,Cambodia,Operations and Supply Chain Management,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
08684,mgFPW,Alberto,Rivera,23,Male,Singapore,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
22301,zdqJb,Jessica,Morales,35,Female,Brunei,Operations and Supply Chain Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
36263,ioPuv,Carlos,Fernandez,33,Male,Vietnam,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
12865,lFdkX,Angelica,Reyes,19,Female,Vietnam,Leadership and Strategic Management,BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
36335,4KqPa,Carlos,Flores,30,Male,Philippines,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
24041,Y1kjC,Maria,Garcia,21,Female,Laos,Financial and Managerial Accounting,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
67528,3Wdfp,Isabela,Martinez,20,Female,Singapore,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
47819,Y9wlT,Miguel,Santos,34,Male,Laos,General Business and Management,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
79455,oEOlf,Fernando,Torres,19,Male,Indonesia,Operations and Supply Chain Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
89362,wvXCu,Juan,Martinez,30,Male,Cambodia,General Business and Management,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
53862,dSwyd,Angelica,Rivera,34,Female,Philippines,Information Technology and Systems,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,
20961,tqopC,Sofia,Garcia,33,Female,Philippines,Data-Driven Decision Making and Analytics,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
55847,Tvg7F,Carmen,Fernandez,23,Female,Malaysia,Marketing Strategy and Consumer Behavior,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
23459,CMsXz,Carlos,Ramos,21,Male,Philippines,Data-Driven Decision Making and Analytics,BCO7003,Analytics Project M anagement,1,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
30243,k6a4M,Miguel,Martinez,20,Male,Myanmar,General Business and Management,WOM1000,Women in STEM,1,12,BCO7005,Data Security and Governance,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
34870,l9234,Maria,Cruz,21,Female,Philippines,Information Technology and Systems,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
33832,zUZOR,Jose,Ramos,27,Male,Philippines,Leadership and Strategic Management,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
74694,sejKo,Antonio,Morales,24,Male,Vietnam,Operations and Supply Chain Management,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
10882,hgtVN,Juan,Cruz,20,Male,Thailand,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
52571,7rNyW,Ismael,Morales,23,Male,Vietnam,Operations and Supply Chain Management,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
81663,GfWkf,Ricardo,Santos,29,Male,Myanmar,Leadership and Strategic Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,
38856,guZID,Jessica,Fernandez,22,Female,Philippines,Digital Media and Content Creation,BCO6008,Predictive Analytics,2,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
97398,W34Oj,Maria,Santos,24,Female,Thailand,Financial and Managerial Accounting,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
54751,z0f5F,Juan,Gonzalez,21,Male,Philippines,Data-Driven Decision Making and Analytics,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
96776,Lhpqv,Maria,Cruz,32,Female,Brunei,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
21633,qydiS,Isabela,Fernandez,25,Female,Indonesia,Digital Media and Content Creation,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3.0,12.0
38323,uFuWY,Ricardo,Ramos,19,Male,Thailand,Digital Media and Content Creation,BCO7003,Analytics Project M anagement,1,12,BCO7002,Experience Management,4,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
41909,eQl7F,Sofia,Santos,35,Female,Thailand,Data-Driven Decision Making and Analytics,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
10899,sJs5N,Ricardo,Gonzalez,18,Male,Myanmar,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
61192,Q0p5M,Rosa,Reyes,30,Female,Laos,Digital Media and Content Creation,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
92362,kzCNo,Luisa,Reyes,22,Female,Singapore,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,4,12,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
94110,xBcxY,Roberto,Fernandez,19,Male,Laos,General Business and Management,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
03507,mjMKL,Miguel,Fernandez,34,Male,Cambodia,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,,,,,
05803,Dx11m,Luisa,Fernandez,18,Female,Thailand,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
40877,zx1we,Juan,Fernandez,33,Male,Cambodia,General Business and Management,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
08630,wz87v,Angelica,Garcia,27,Female,Cambodia,Leadership and Strategic Management,BCO7000,Business Analytics,1,12,BCO7002,Experience Management,4,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
82555,xjhfn,Jessica,Fernandez,29,Female,Malaysia,Information Technology and Systems,BCO7003,Analytics Project M anagement,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
32492,d1YOF,Veronica,Flores,28,Female,Brunei,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
14894,8CSnG,Fernando,Fernandez,25,Male,Singapore,Information Technology and Systems,BCO7007,Machine Learning,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
83909,lHBKO,Jessica,Flores,27,Female,Cambodia,Information Technology and Systems,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
95053,rIUho,Juan,Morales,31,Male,Laos,Operations and Supply Chain Management,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
90683,t5PC9,Ricardo,Flores,18,Male,Indonesia,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
01269,4Oy9F,Alicia,Morales,26,Female,Laos,Financial and Managerial Accounting,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
43779,Cm1t4,Veronica,Fernandez,23,Female,Malaysia,Data-Driven Decision Making and Analytics,BCO7006,Coding for Business Analytics,1,12,BCO7007,Machine Learning,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
22638,7U2ia,Juan,Fernandez,30,Male,Laos,Financial and Managerial Accounting,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
58502,K9uPG,Isabela,Garcia,23,Female,Indonesia,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
61859,qkmFM,Jessica,Morales,24,Female,Vietnam,Operations and Supply Chain Management,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
40297,8ISV8,Rosa,Torres,26,Female,Brunei,Digital Media and Content Creation,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,
36150,ZKHk6,Ismael,Ramos,22,Male,Cambodia,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
72560,ZOMHH,Isabela,Garcia,30,Female,Laos,General Business and Management,BAO6504,Accounting for Management,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
40431,DVZnJ,Carmen,Gonzalez,23,Female,Singapore,Information Technology and Systems,BCO7007,Machine Learning,2,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
35566,VdHC0,Luisa,Reyes,20,Female,Thailand,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
87835,ZbMHT,Isabela,Fernandez,30,Female,Indonesia,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
74951,KKhGZ,Maria,Garcia,19,Female,Laos,Digital Media and Content Creation,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
14022,5kBwe,Rosa,Morales,19,Female,Singapore,Data-Driven Decision Making and Analytics,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
35400,E7HEd,Juan,Rivera,32,Male,Singapore,Information Technology and Systems,WOM1000,Women in STEM,1,12,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
87806,QWeBk,Isabela,Fernandez,25,Female,Laos,Digital Media and Content Creation,BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
37540,54ak6,Alicia,Ramos,18,Female,Philippines,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
85019,lqtVg,Alicia,Flores,22,Female,Indonesia,Information Technology and Systems,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
15015,Q8blt,Angelica,Torres,32,Female,Cambodia,Operations and Supply Chain Management,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
51580,SauxA,Antonio,Morales,21,Male,Vietnam,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,
16416,i9fQZ,Isabela,Santos,22,Female,Brunei,Digital Media and Content Creation,BEO6600,Business Economics,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
11949,i2s48,Angelica,Ramos,33,Female,Vietnam,Financial and Managerial Accounting,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
35994,YlhaE,Veronica,Morales,31,Female,Malaysia,Financial and Managerial Accounting,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,
82032,12UEt,Roberto,Martinez,27,Male,Malaysia,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,,,,,
28865,Iz0Yr,Antonio,Ramos,30,Male,Brunei,Information Technology and Systems,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
52486,xJAy4,Ismael,Garcia,27,Male,Malaysia,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,2,12,,,,,,,,,,,,,,,,,,,,
70621,cfOnt,Carlos,Flores,21,Male,Vietnam,Data-Driven Decision Making and Analytics,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
15210,nPykH,Roberto,Reyes,30,Male,Philippines,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
09659,6FF2A,Luisa,Martinez,23,Female,Myanmar,General Business and Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,
64838,quizB,Juan,Gonzalez,29,Male,Philippines,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
07490,7SPQZ,Carlos,Garcia,29,Male,Singapore,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,,,,,
71061,jYcFC,Fernando,Santos,31,Male,Singapore,Information Technology and Systems,BCO7000,Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
86507,eXYbw,Alicia,Rivera,21,Female,Singapore,Operations and Supply Chain Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
